"corp_id","corp_cn_name","secu_cd","secu_abbr","list_dt","end_list_dt","biz_prof_biz_total_ncm_rt","biz_cost_ncm_rt","recv_acc_tr","invt_tr","total_ast_rwrd_rate_ann","total_ast_prft_rate","nast_prft_rate_ann","ast_liab_rate","flow_rt","qr","biz_ncm_yoy_incr","ebitda","ebitda_liab_tot_rt","corp_id","crrc_fund","liab_tot","flow_liab_tot","st_brow","lt_brow","no_flow_ast_1y_inr_expr"
a4ab0068daf71ffc83b9fa11a9694cba,银江股份有限公司,"300020",银江股份,2009-10-30,,8.175100,92.364300,1.378800,1.714200,3.742100,2.392000,4.663000,47.784100,1.401900,1.365500,2.821700,306300747.220000,0.095500,a4ab0068daf71ffc83b9fa11a9694cba,699721404.3500,3208025672.3700,3204827708.0500,1737724263.2200,,
"87c22771d0e613c34500d138f27fbaa8",荣安地产股份有限公司,"000517",荣安地产,1993-08-06,,20.515000,80.316300,79.834100,0.221900,4.326300,3.233500,23.366200,84.458900,1.392700,0.328600,67.768600,2363912968.470000,0.041300,"87c22771d0e613c34500d138f27fbaa8",8627884728.4600,57236045877.5700,46197795326.1200,2625952487.6600,10220562166.2400,
f52a13657709c5b0cc28722e4bb2301f,湖北国创高新材料股份有限公司,"002377",国创高新,2010-03-23,,-67.463000,168.308600,6.139300,21.059700,-58.945000,-59.071000,-77.904600,33.743900,1.973900,1.808400,-10.885900,-2858415486.710000,-2.476500,f52a13657709c5b0cc28722e4bb2301f,801515329.6200,1154229255.4000,1153418259.1300,526400000.0000,,42954270.0500
beadeef327faae79235272264f01a1af,天士力医药集团股份有限公司,"600535",天士力,2002-08-23,,10.846000,92.263100,2.635300,4.130500,8.512900,5.559100,9.746800,24.915300,3.262000,2.783900,-28.540400,2314154692.000000,0.563100,beadeef327faae79235272264f01a1af,1975892756.7300,4109458796.8800,2831865913.8500,637307257.2000,1020017940.9900,
a3a462ac9bf2d212f8fc4e9c42135157,宜华生活科技股份有限公司,"600978",*ST宜生(退市),2004-08-24,2021-03-22,-643.074700,719.645000,0.214200,0.138100,-15.896200,-20.620400,-47.258500,62.207900,0.866800,0.558600,-92.009200,-2033697754.960000,-0.261600,a3a462ac9bf2d212f8fc4e9c42135157,6418749.1900,7773878556.4300,7403922771.3400,3564948012.3100,290978146.0600,
a36e5c25cbb718e413ea02f4c320d66c,比音勒芬服饰股份有限公司,"002832",比音勒芬,2016-12-23,,28.858000,73.228200,13.193800,0.909300,18.555100,15.566600,22.312400,35.605900,4.702500,3.685100,6.139700,664993305.990000,0.513800,a36e5c25cbb718e413ea02f4c320d66c,578783443.7900,1294289522.9800,630814008.3400,,,
"5b639a6960ccb8a84c0f09846bf97edd",马鞍山钢铁股份有限公司,"600808",马钢股份,1994-01-06,,3.512800,97.880400,76.398600,6.740600,4.407300,2.373900,7.168000,59.595200,0.869000,0.616600,4.282100,6845529388.000000,0.142300,"5b639a6960ccb8a84c0f09846bf97edd",5346108774.0000,48099955817.0000,43197228140.0000,12584935187.0000,3536364338.0000,
"9310f800c2328ce0411cf1fae19548ba",创维数字股份有限公司,"000810",创维数字,1998-06-02,,4.313100,97.106700,2.193300,5.548100,3.510700,3.690900,9.634200,57.973000,1.797500,1.543000,-4.426600,540159624.830000,0.090900,"9310f800c2328ce0411cf1fae19548ba",3338688547.1800,5942316733.8000,4864485482.3700,1150395445.7900,1183110.4200,
"0faf5efe48ec248bfc36aa3e46510f0c",江苏中超控股股份有限公司,"002471",中超控股,2010-09-10,,0.091800,99.373300,2.256500,5.979400,2.577600,0.185800,0.767300,73.035600,1.193000,1.018600,-26.365400,240987159.950000,0.060100,"0faf5efe48ec248bfc36aa3e46510f0c",878436612.5800,4011154494.5400,3482578656.4600,1887340636.1200,230618444.4400,
"63654f2b64380c0b93f4683088cea8c6",龙佰集团股份有限公司,"002601",龙佰集团,2011-07-15,,19.988800,77.250900,7.794800,3.409800,9.740400,7.539200,16.309600,54.452300,0.817000,0.604000,24.207500,4085443068.450000,0.215800,"63654f2b64380c0b93f4683088cea8c6",5127451501.0200,18933840465.9200,14681944238.2300,4096580112.5200,3469282193.8400,
ecae6d5e26742b6f9c4c687ba80e37d6,上海临港控股股份有限公司,"600848",上海临港,1994-03-24,,55.263800,65.464300,21.381400,0.096200,6.382300,3.554100,10.046300,57.738100,1.421400,0.258300,-0.511800,2972337151.120000,0.123100,ecae6d5e26742b6f9c4c687ba80e37d6,2953256112.1900,24140398503.5600,15648184827.3800,2793197522.2300,6318038972.9000,
"21f27b840e281e3d6372eb1c4501d07a",上海龙头(集团)股份有限公司,"600630",龙头股份,1993-02-09,,-8.142900,108.953200,8.097500,3.181200,-9.315400,-10.534400,-17.566900,41.066200,2.195200,1.577100,-20.527900,-201933732.380000,-0.187200,"21f27b840e281e3d6372eb1c4501d07a",385616115.1400,1078600268.4200,964545152.6700,480958917.2800,100091055.5500,
"2b117ff0311c80edf4dbbb9570d1ba8f",首华燃气科技(上海)股份有限公司,"300483",首华燃气,2015-06-30,,23.942300,81.524000,8.766400,18.655600,5.736500,1.514100,4.472000,39.618100,0.449300,0.416500,-0.333900,859734231.110000,0.304400,"2b117ff0311c80edf4dbbb9570d1ba8f",290741960.4800,2824706936.5400,1532178638.2100,152174287.5000,900000000.0000,
d29abd17f80ab1b0e3a846d361fc26a0,江苏爱康科技股份有限公司,"002610",爱康科技,2011-08-15,,-1.133700,110.949900,2.548500,12.437300,3.039000,0.207900,0.538300,57.287600,1.031600,0.994100,-41.156600,582647205.240000,0.106000,d29abd17f80ab1b0e3a846d361fc26a0,632370449.5600,5495506005.5600,4592781469.4200,2007181288.6900,242850000.0000,20244874.4000
eedd77cac4d13478195b5fcbb624fd68,中信重工机械股份有限公司,"601608",中信重工,2012-07-06,,2.728800,98.995800,2.441800,1.022400,1.743300,0.952800,2.697100,62.189900,1.100000,0.648000,20.577900,634863014.840000,0.050500,eedd77cac4d13478195b5fcbb624fd68,2482460615.0400,12560009883.7600,10822593476.0800,4179915798.7300,809702533.3500,
edb77d969ca50495421d63baec530d59,阳光新业地产股份有限公司,"000608",阳光股份,1996-09-19,,19.659300,85.332100,11.922000,0.435600,4.158900,1.833900,3.560300,38.823400,0.349800,0.290600,134.852900,244866744.240000,0.106500,edb77d969ca50495421d63baec530d59,230478664.3700,2299817773.5300,1241366161.6700,,571304712.0000,
"600fdbc34fa63051291c17598913b7f4",安琪酵母股份有限公司,"600298",安琪酵母,2000-08-18,,18.197500,83.593100,11.078900,2.959100,16.156500,13.242500,25.119800,42.742700,1.422400,0.784600,16.729700,2182322924.520000,0.472400,"600fdbc34fa63051291c17598913b7f4",1107102339.2800,4619277732.7400,3125048633.6100,1141051194.4200,1245147875.4400,
a191b300adf12cedffa35a23e858a013,北京首钢股份有限公司,"000959",首钢股份,1999-12-16,,3.475200,97.311500,70.732300,8.500000,3.503700,1.250400,6.381500,73.102500,0.389200,0.252000,16.138400,11523999677.910000,0.109200,a191b300adf12cedffa35a23e858a013,6292499840.7300,105536042064.1300,77239829316.2000,23712391440.2500,20639300000.0000,
"7c43b01ad40434c561abaaa7424236f2",重庆路桥股份有限公司,"600106",重庆路桥,1997-06-18,,146.552200,45.171100,,0.079000,5.642800,3.537000,5.995900,40.050700,2.434300,2.065200,-15.637700,376798376.010000,0.147200,"7c43b01ad40434c561abaaa7424236f2",1596235388.5000,2559104313.0800,956023378.9000,801004444.4400,1349550000.0000,176022191.7800
"17d05c8d74bc394da4372e30ab2dccaf",京投发展股份有限公司,"600683",京投发展,1993-10-25,,16.206900,84.189900,38.014700,0.195500,3.322100,1.035200,10.948700,83.115100,2.475500,0.422200,104.830300,1622755588.070000,0.039200,"17d05c8d74bc394da4372e30ab2dccaf",4891184956.4200,41399263200.1400,15417860697.9100,75117812.5000,20994623546.4300,297951097.4100
a51b79853d4edcdfa8d52e5602d18e9a,雅戈尔集团股份有限公司,"600177",雅戈尔,1998-11-19,,81.795900,86.703500,28.894700,0.333400,12.573900,9.006400,25.682200,64.123100,0.982000,0.649700,-7.612800,10650665274.030000,0.207600,a51b79853d4edcdfa8d52e5602d18e9a,11363748893.8400,51308191966.2900,46350618297.0400,18980714793.1100,4362314022.2300,3560010000.0000
de1f89e2d27e8088b4b77f2fe27f4fc4,三祥新材股份有限公司,"603663",三祥新材,2016-08-01,,11.961500,89.167300,6.326400,2.884100,8.763400,5.474200,10.959700,43.741300,1.604500,1.030900,-3.675100,140663689.740000,0.241200,de1f89e2d27e8088b4b77f2fe27f4fc4,65329010.0500,583108419.7800,302797852.0100,91875946.6600,131710000.0000,
"54dafbeec2d412e62b8de5e61cab6246",重庆正川医药包装材料股份有限公司,"603976",正川股份,2017-08-22,,12.328900,89.074800,4.535600,2.517200,3.968700,4.135600,5.109900,21.455800,2.391500,1.846200,-3.665300,105467587.740000,0.371100,"54dafbeec2d412e62b8de5e61cab6246",269289898.7400,284204877.6900,277429994.4400,49730463.9700,,
"663cc19cda82a62a3abcfb610f828c70",湖北福星科技股份有限公司,"000926",福星股份,1999-06-18,,8.058300,94.857000,15.267800,0.199900,1.618900,0.591900,2.752400,76.583600,1.353800,0.359300,-21.586700,992746921.410000,0.024700,"663cc19cda82a62a3abcfb610f828c70",4792650887.7000,40171805718.6000,31126417972.9100,540000000.0000,3456300000.0000,
"9e312626e0d9cca277c125b8ebe75009",无锡先导智能装备股份有限公司,"300450",先导智能,2015-05-18,,13.841600,89.434300,2.598700,1.530700,7.600500,6.921000,15.506400,55.655200,1.476100,1.064700,25.071000,933583586.040000,0.132500,"9e312626e0d9cca277c125b8ebe75009",2738088577.9400,7047163127.4600,6986944887.4600,348150000.0000,,
f67d389ebfb89c9a47d196e0ef2b9aae,康佳集团股份有限公司,"000016",深康佳A,1992-03-27,,0.874500,106.250700,12.108100,9.674000,2.847600,1.033100,5.790500,78.505000,0.931800,0.764200,-8.649100,1801803328.470000,0.046000,f67d389ebfb89c9a47d196e0ef2b9aae,5431530180.9000,39155372368.9700,26979203650.5100,10990550475.7800,5964748997.5400,112310158.8200
"5a95a057a9ad1a079378f8637b1fc47a",搜于特集团股份有限公司,"002503",搜于特,2010-11-17,,-22.127200,120.710700,3.367300,3.433700,-15.830600,-16.201500,-38.425100,61.574000,1.316900,0.961300,-33.359100,-1601077539.330000,-0.246500,"5a95a057a9ad1a079378f8637b1fc47a",1136736086.4600,6493957319.0200,5802638577.7800,2933805370.9400,0.0000,0.0000
a30dc2967fa5929ea0492911f6b90ba7,北方国际合作股份有限公司,"000065",北方国际,1998-06-05,,6.973800,94.262100,3.437500,18.874100,5.139600,4.577700,14.151800,65.559700,1.728600,1.637100,16.188600,989830812.010000,0.083500,a30dc2967fa5929ea0492911f6b90ba7,4939986258.4000,11854096876.4500,7284773963.3200,1350855125.1200,4044603235.6900,796749664.2000
"027563c8ee3d9452e1eb71c79ffa46bf",歌尔股份有限公司,"002241",歌尔股份,2008-05-22,,5.647500,95.151100,6.396100,6.702600,8.258600,6.798900,15.928300,59.823800,1.237200,0.833800,64.285500,5647665695.550000,0.192200,"027563c8ee3d9452e1eb71c79ffa46bf",7788139761.6800,29384155525.3200,22736476686.4200,3189865281.2000,2754299262.0200,67724.4100
"9dc7be883af30bbbdefa599c47f3174e",河南辉煌科技股份有限公司,"002296",辉煌科技,2009-09-29,,16.659300,85.879600,1.512200,1.262700,4.961200,4.225200,5.433900,24.276900,3.028200,2.347700,26.417600,130123222.560000,0.247200,"9dc7be883af30bbbdefa599c47f3174e",391608066.8000,526409473.4300,489539810.1100,3000000.0000,,
"8ad9974b509a5531e6af80260edfa380",皇氏集团股份有限公司,"002329",皇氏集团,2010-01-06,,-3.698200,105.410700,5.913900,9.956900,-0.489900,-2.475400,-6.460600,61.647700,0.978500,0.880000,10.514600,106185376.980000,0.028400,"8ad9974b509a5531e6af80260edfa380",1361368577.7700,3735076443.6900,2818875157.0500,1551356400.0000,227500000.0000,
"2cdd872b5de1323741b7bb8003b19825",浙江圣达生物药业股份有限公司,"603079",圣达生物,2017-08-23,,28.513900,72.426200,7.986900,2.298800,13.818500,12.212200,18.043700,22.094800,2.456100,1.988000,67.064400,297621183.810000,0.792000,"2cdd872b5de1323741b7bb8003b19825",461312425.4000,375803333.3000,358755494.0500,115229518.5600,,
"1abd048fd4f826b43ef8c8e1168aa25c",浙江天铁实业股份有限公司,"300587",天铁股份,2017-01-05,,20.812900,80.130500,1.389700,2.300400,11.064400,7.383700,15.159800,41.690000,2.064200,1.689500,24.750300,346018280.380000,0.279900,"1abd048fd4f826b43ef8c8e1168aa25c",234595479.8000,1236303669.7500,900527220.6700,249703175.0000,200290764.5800,9172335.0000
"481894e42ee3129d862485ca4e0e3105",航天信息股份有限公司,"600271",航天信息,2003-07-11,,11.068400,89.895500,9.110100,21.949500,10.609300,4.373300,8.435900,34.517300,2.153000,2.074100,-35.805600,2937159513.390000,0.352500,"481894e42ee3129d862485ca4e0e3105",10315778443.2000,8333029121.4100,8222526756.4800,285887869.4500,43214966.6700,
"0f04c047ee28193ee81a40bf12050298",西安国际医学投资股份有限公司,"000516",国际医学,1993-08-09,,0.489700,149.505900,8.562200,31.879300,1.403300,0.409500,0.911200,58.486400,0.744200,0.725900,62.165800,538311976.720000,0.075900,"0f04c047ee28193ee81a40bf12050298",1036746764.1600,7091134274.5400,3140931434.3300,410332748.9600,3905874613.6100,
"9661c1787f642f6747b38135ddc2becc",天地源股份有限公司,"600665",天地源,1993-07-09,,7.603000,92.671800,40.465700,0.193300,1.378700,1.045300,8.648800,87.536400,1.682900,0.522600,-5.145300,445573904.430000,0.015000,"9661c1787f642f6747b38135ddc2becc",7207366418.2900,29723275340.4100,19461991536.6500,,6557348000.0000,
"874ee16479f49c2fc2400f34465a9359",深圳市天健(集团)股份有限公司,"000090",天健集团,1999-07-21,,12.805700,87.433600,7.014500,0.485500,5.307100,3.328100,14.466000,77.474300,1.500900,0.583800,16.770300,2556146923.130000,0.067300,"874ee16479f49c2fc2400f34465a9359",8630295250.2800,37961344304.3100,28889478544.4500,5581471607.7700,8316657025.3300,
e0b3f6a1eb366844b63301de8104f2af,浙江向日葵大健康科技股份有限公司,"300111",向日葵,2010-08-27,,25.705100,76.490600,4.153500,2.421000,10.961800,8.878700,55.725400,51.977600,2.040000,1.644300,-65.700300,90263312.660000,0.307700,e0b3f6a1eb366844b63301de8104f2af,225642535.1400,293385022.1100,187930273.8600,,,
"086ff1ec17a20a5eae5507cb7388fba6",浙江永太科技股份有限公司,"002326",永太科技,2009-12-22,,2.972000,102.415100,5.112900,3.342300,2.595200,1.642600,3.668500,55.152100,0.872900,0.619300,0.596600,457522275.810000,0.107100,"086ff1ec17a20a5eae5507cb7388fba6",554203175.2900,4271749389.4200,3117965902.6000,1413132306.7700,795245934.9500,
"9427c18134abc59aa3d2b5763235c469",贵州燃气集团股份有限公司,"600903",贵州燃气,2017-11-07,,6.131000,95.343700,5.066500,7.951800,4.813100,2.246000,7.380900,63.173600,0.501500,0.418600,3.945100,731114261.750000,0.126000,"9427c18134abc59aa3d2b5763235c469",571042592.6900,5800727542.4700,4460148943.3400,2362834666.8600,442743711.1000,
"4ef84ce94f42c0d248f61d922a500d30",珠海华发实业股份有限公司,"600325",华发股份,2004-02-25,,12.464700,88.887300,782.606000,0.208500,2.340600,1.044000,14.257000,80.318000,1.877700,0.520800,53.871300,6626114485.010000,0.025600,"4ef84ce94f42c0d248f61d922a500d30",43641759491.3400,258498860056.0600,155776792823.2600,9266296622.9400,79410655220.7400,
"20675edca823b46a9cb707ee6e139191",深圳华大基因股份有限公司,"300676",华大基因,2017-07-14,,29.750000,72.644100,6.014700,4.957200,29.387400,24.441800,40.889200,46.174900,2.213700,1.948200,199.857000,2841455739.770000,0.549700,"20675edca823b46a9cb707ee6e139191",5430072369.0100,5169299593.4400,3802121411.2500,563296000.0000,168500000.0000,
ce3c3df23883623fbc2b44a38759e70d,江苏连云港港口股份有限公司,"601008",连云港,2007-04-26,,8.004000,96.295400,9.431600,67.958800,2.649800,0.395500,1.070300,50.235900,0.518600,0.514900,13.850400,482077830.720000,0.103500,ce3c3df23883623fbc2b44a38759e70d,1451638923.0400,4657429734.7600,3839980109.4700,861057838.1600,87429872.9600,
"21bd86dcd425af13fc81cb56d18d8883",安徽江淮汽车集团股份有限公司,"600418",江淮汽车,2001-08-24,,0.294600,105.824800,14.932900,16.656700,0.951600,0.331800,1.096800,66.964500,0.951300,0.864000,-9.422000,2390948532.480000,0.084800,"21bd86dcd425af13fc81cb56d18d8883",7074978831.5400,28203751865.1800,21791236866.3400,2102100000.0000,4858000000.0000,
c30c4ad610bc6bb18bd55b2752fed9a6,万华化学集团股份有限公司,"600309",万华化学,2001-01-05,,16.103000,85.144100,13.672000,6.219200,10.939200,8.708300,22.034100,61.383400,0.594800,0.467100,7.909300,17850377193.440000,0.217400,c30c4ad610bc6bb18bd55b2752fed9a6,17573657862.3300,82101895631.5100,68133901472.3900,38244937889.9300,11821926162.2700,
dcb6683df50747081adbd6887792af5f,宁波建工股份有限公司,"601789",宁波建工,2011-08-16,,1.680400,98.177800,5.166300,6.396200,2.755900,1.625900,8.650800,79.625400,1.122400,1.078300,6.690300,581536796.630000,0.039200,dcb6683df50747081adbd6887792af5f,2594083822.1500,14828094729.9200,14043462198.8100,1866720185.2400,274000000.0000,
e20840d39a774f98dce6134718326819,北京北辰实业股份有限公司,"601588",北辰实业,2006-10-16,,6.484600,94.986200,172.101700,0.233600,1.613600,0.300700,1.574600,77.176900,1.795400,0.436900,-10.567300,1609597630.000000,0.024100,e20840d39a774f98dce6134718326819,13045474213.0000,66714372633.0000,41545836158.0000,,17713422612.0000,103533637.0000
dec452cea81e10b1bc4471b37049eadd,国投中鲁果汁股份有限公司,"600962",国投中鲁,2004-06-22,,-11.074800,111.256600,2.626600,1.149100,-3.551000,-4.920600,-15.213100,65.750800,1.054300,0.428700,-13.726000,-25206173.520000,-0.015700,dec452cea81e10b1bc4471b37049eadd,206939623.9100,1608269279.0300,1511884800.3800,1336772850.2800,83574222.1500,
"52b63c18d50b9f0b44bc55520decc8ea",国机汽车股份有限公司,"600335",国机汽车,2001-03-05,,1.231700,98.685300,9.482000,4.286000,1.882000,1.219700,4.136200,67.561500,1.313500,0.971800,-15.389200,1164829326.630000,0.053500,"52b63c18d50b9f0b44bc55520decc8ea",4439628283.6800,21753182942.0200,19664141008.7300,2011980299.3600,1408099942.7100,1099894835.5000
"867208b0b900ff6a174ff4a52df90867",晋亿实业股份有限公司,"601002",晋亿实业,2007-01-26,,22.255700,94.777800,4.088000,1.370200,12.259500,10.926600,15.062900,19.917900,3.361000,1.922500,-14.428400,704258378.950000,0.712700,"867208b0b900ff6a174ff4a52df90867",43230600.7700,988186773.2200,958497266.2400,,,
b978e892e60b4c3946b96f2422b3209f,TCL科技集团股份有限公司,"000100",TCL科技,2004-01-30,,6.976300,100.441200,7.338200,9.128700,3.749100,2.076000,13.666100,65.081700,0.925000,0.800600,2.327600,18469776000.000000,0.110000,b978e892e60b4c3946b96f2422b3209f,21708905000.0000,167851212000.0000,71016514000.0000,12263714000.0000,73589403000.0000,
"02e91aaeb6d76cde623e9ca2c4f4270a",上海大名城企业股份有限公司,"600094",大名城,1997-07-03,,5.069500,94.985200,63.026700,0.414700,3.275900,1.123400,3.440600,62.678200,1.913000,0.214400,13.752600,1412294263.300000,0.059600,"02e91aaeb6d76cde623e9ca2c4f4270a",2352161040.4900,23713018816.1300,16836961091.2800,1026353641.0500,5159102001.0200,
"1f880777c91496d628c5f3703cfc87f5",江苏蔚蓝锂芯股份有限公司,"002245",蔚蓝锂芯,2008-06-05,,8.368100,94.041600,3.889600,3.669200,6.330100,3.949700,11.880600,52.701200,1.156900,0.806500,21.632700,736447207.370000,0.195000,"1f880777c91496d628c5f3703cfc87f5",320660782.6600,3775728175.4600,2872720633.2200,1243623917.1600,265365985.0300,
"54b2b7c56b9937808134cb6a5fad2c31",南京三超新材料股份有限公司,"300554",三超新材,2017-04-21,,8.383000,93.046100,2.879900,2.292700,2.736800,2.166700,3.725900,37.954400,2.536000,2.194300,15.022200,57057116.220000,0.162300,"54b2b7c56b9937808134cb6a5fad2c31",75410763.7900,351650353.0300,201764551.1400,80088347.2200,,
"59b73ba0a15f7714fb117cf6080112ec",广东顺控发展股份有限公司,"003039",顺控发展,2021-03-08,,34.005600,66.986700,14.801300,16.745100,10.598900,6.390500,16.459200,44.431500,0.904100,0.863700,4.052600,649057403.400000,0.359000,"59b73ba0a15f7714fb117cf6080112ec",722568571.0900,1808141296.3000,1079123098.8600,260000000.0000,630000000.0000,
