"corp_id","corp_cn_name","secu_cd","secu_abbr","list_dt","end_list_dt","biz_prof_biz_total_ncm_rt","biz_cost_ncm_rt","recv_acc_tr","invt_tr","total_ast_rwrd_rate_ann","total_ast_prft_rate","nast_prft_rate_ann","ast_liab_rate","flow_rt","qr","biz_ncm_yoy_incr","ebitda","ebitda_liab_tot_rt","corp_id","crrc_fund","liab_tot","flow_liab_tot","st_brow","lt_brow","no_flow_ast_1y_inr_expr"
"1883d2e6db71e6c8b12a542ad5f48a09",唐人神集团股份有限公司,"002567",唐人神,2011-03-25,,1.865800,98.328000,86.006900,12.790100,4.528000,2.180200,4.002900,39.478100,1.141900,0.630200,12.264600,518452423.610000,0.201100,"1883d2e6db71e6c8b12a542ad5f48a09",634887926.0300,2578242367.3700,2161569832.2800,767730000.0000,368000000.0000,
"9f454fee89d07d964661bb3ac26e83bc",广州广日股份有限公司,"600894",广日股份,1996-03-28,,2.448300,103.628600,5.276300,5.392000,1.328500,1.420400,1.948000,26.123600,1.899300,1.523700,13.605200,247306969.500000,0.097800,"9f454fee89d07d964661bb3ac26e83bc",2458319052.3800,2528371901.5200,2504546455.7900,145009580.9400,,
"7d03328a1239bf14790b1f3f98a8d3cf",广东奥飞数据科技股份有限公司,"300738",奥飞数据,2018-01-19,,14.136700,88.507400,3.774400,5.083100,9.738100,7.903700,13.948000,47.154700,1.476000,1.208300,8.533400,98438636.350000,0.193100,"7d03328a1239bf14790b1f3f98a8d3cf",310500121.8700,509889979.8000,443384462.1000,233595118.9700,,
d73886dcb756964d702d47ad75c98560,深圳市中金岭南有色金属股份有限公司,"000060",中金岭南,1997-01-23,,6.622000,94.029200,38.434600,7.834800,7.524800,4.794500,9.051200,45.059100,1.117200,0.775200,5.255700,2189705827.380000,0.249100,d73886dcb756964d702d47ad75c98560,3249752990.1100,8789377269.3500,6389425442.8300,3181208492.8500,705726566.1000,
"2a3cf67a46439cfab4a17933be332e52",浙江新安化工集团股份有限公司,"600596",新安股份,2001-09-06,,12.956400,87.494800,17.870500,6.093600,15.195900,12.869900,24.316200,37.961500,1.377500,0.945300,51.185200,1871065432.000000,0.487700,"2a3cf67a46439cfab4a17933be332e52",1070142235.6300,3836628519.9400,3384863237.7800,943366000.0000,386132000.0000,
dec452cea81e10b1bc4471b37049eadd,国投中鲁果汁股份有限公司,"600962",国投中鲁,2004-06-22,,1.483500,98.939700,3.711400,1.199900,1.863500,0.280400,0.640000,49.889600,1.276800,0.483500,-2.290000,84352802.390000,0.086500,dec452cea81e10b1bc4471b37049eadd,53682982.2500,974979928.2700,835934660.8100,687286736.3300,115702715.9700,
"4ef84ce94f42c0d248f61d922a500d30",珠海华发实业股份有限公司,"600325",华发股份,2004-02-25,,13.069500,89.618700,1862.040400,0.149300,2.057600,1.419300,17.075700,82.336800,1.701500,0.412500,18.804900,3398331941.710000,0.022700,"4ef84ce94f42c0d248f61d922a500d30",19138757422.2600,150025188439.3100,99620832884.8500,12655626226.5700,34386569094.0000,
"9661c1787f642f6747b38135ddc2becc",天地源股份有限公司,"600665",天地源,1993-07-09,,11.183900,88.811200,360.977900,0.266300,2.878500,1.941800,13.067200,84.259900,1.827500,0.399100,33.184300,633142692.020000,0.034600,"9661c1787f642f6747b38135ddc2becc",2215645390.0100,18308857561.4400,11379722610.0200,,5425300000.0000,
"8ad9974b509a5531e6af80260edfa380",皇氏集团股份有限公司,"002329",皇氏集团,2010-01-06,,-25.912900,123.853200,2.384400,9.150800,-9.539400,-11.855900,-25.259900,50.106900,1.838000,1.732800,-1.303100,-307626049.180000,-0.128400,"8ad9974b509a5531e6af80260edfa380",443842939.5200,2395015036.0700,1455431246.3200,512866000.0000,352818410.2500,
a53eba1fb346334e90bd9c666fae98d2,远东智慧能源股份有限公司,"600869",远东股份,1995-02-06,,1.476200,99.533000,3.549200,5.494800,3.184400,0.815300,2.906600,72.888000,1.060500,0.827200,1.456100,907238001.120000,0.067800,a53eba1fb346334e90bd9c666fae98d2,2303654558.6300,13389685472.5800,11152014946.1300,4536147631.0200,990530373.6900,
"3784cc931b7369bfe914adb9cf3244d3",西部超导材料科技股份有限公司,"688122",西部超导,2019-07-22,,13.537800,90.520700,2.055000,0.926100,5.031800,3.601300,7.042600,50.443900,1.917000,1.397500,12.514700,264079745.990000,0.131100,"3784cc931b7369bfe914adb9cf3244d3",852849191.7000,2014927463.1200,1459825504.1700,804089628.9800,324914285.7100,
"2a7ce1286f4cff34605114eb4085ce55",永兴特种材料科技股份有限公司,"002756",永兴材料,2015-05-15,,9.385800,93.055400,40.037700,10.998500,11.166200,9.325600,11.426800,21.401200,3.010900,2.503900,18.929900,554406918.240000,0.596300,"2a7ce1286f4cff34605114eb4085ce55",442114749.1300,929680667.6100,775812869.7300,56000000.0000,,
"979192f9f3b813d5cc870119f4c96445",湖南黄金股份有限公司,"002155",湖南黄金,2007-08-16,,2.863200,97.287600,74.505400,18.491000,5.828300,3.926500,5.757600,28.492600,0.945600,0.619000,20.678000,685671196.630000,0.349400,"979192f9f3b813d5cc870119f4c96445",407280278.9500,1962405796.0100,1790918603.3600,255000000.0000,,
"1e920ef9b5ca33b258ded437bcd81634",福州达华智能科技股份有限公司,"002512",达华智能,2010-12-03,,-61.319300,158.038800,3.352600,6.299400,-23.361100,-25.435700,-85.635700,78.482200,0.530300,0.437900,-16.352100,-1467356389.190000,-0.322500,"1e920ef9b5ca33b258ded437bcd81634",506777078.7800,4550398485.0400,3860307317.1700,1774569072.6400,532863289.9900,33268994.6500
"58e8492011411e1d7e8ce38123f034c1",河南易成新能源股份有限公司,"300080",易成新能,2010-06-25,,-7.870000,117.868500,3.856500,3.800100,-0.676100,-5.032100,-15.835900,61.505300,1.105000,1.006600,52.610700,189649340.660000,0.061500,"58e8492011411e1d7e8ce38123f034c1",776533473.0200,3083160983.3400,2643354932.1000,1712000000.0000,,
b630588084718b6ece2548b734e1eab3,珠海中富实业股份有限公司,"000659",珠海中富,1996-12-03,,3.755800,102.541900,7.430600,6.891100,6.621900,0.873100,3.338400,75.577600,0.495900,0.350700,0.238500,327471696.420000,0.174500,b630588084718b6ece2548b734e1eab3,75100485.2800,1876684193.4500,1310033372.5700,146997569.0500,524012820.4800,
fba730a20f9b183cde1d04c9d05922c6,阳光电源股份有限公司,"300274",阳光电源,2011-11-02,,8.799600,92.752600,1.825700,3.225100,5.502300,4.661000,11.053200,57.849100,1.564100,1.298200,16.687600,1102396149.330000,0.103000,fba730a20f9b183cde1d04c9d05922c6,3176110885.7800,10697825717.8100,9248083532.5600,422874977.8100,1255030138.0600,84461994.3200
a0b4f74355ab01e11ad163ac72c3a7b7,深圳市海王生物工程股份有限公司,"000078",海王生物,1998-12-18,,2.678100,98.186800,2.328600,9.159800,5.253800,1.245200,7.794800,82.594400,1.100100,0.970800,53.895200,2055571808.710000,0.060500,a0b4f74355ab01e11ad163ac72c3a7b7,4089093803.5900,33968398346.3400,30546688823.4700,8749316959.9100,46707086.4900,58778570.9700
e6fe058ea9cbac1fc83ff48ae9effcd0,厦门国贸集团股份有限公司,"600755",厦门国贸,1996-10-03,,1.635100,98.984400,59.818400,6.586700,6.180900,2.975100,9.421800,65.809000,1.377500,0.691100,24.845000,4777494766.420000,0.095600,e6fe058ea9cbac1fc83ff48ae9effcd0,5427969475.9500,49998211953.9100,44687324622.0100,8147599604.3000,3466874802.3300,884023920.4800
"6952d6dcde55c6ed2937d758fdd58252",大秦铁路股份有限公司,"601006",大秦铁路,2006-08-01,,27.201400,76.885300,13.510500,38.304500,15.240000,10.630300,14.127600,21.572800,1.670700,1.586200,35.452900,28006116603.000000,0.889500,"6952d6dcde55c6ed2937d758fdd58252",18475527141.0000,31485404841.0000,18307959371.0000,,10094753000.0000,
a3daa9c2d098b3e0f01586f9e0b25f3f,云南云维股份有限公司,"600725",云维股份,1996-07-02,,2.584500,97.964500,10.825500,15.682300,3.681300,3.848100,4.613000,16.028700,19.624100,17.591500,105.858400,12615239.670000,0.229100,a3daa9c2d098b3e0f01586f9e0b25f3f,78941519.7900,55066618.7500,17468542.1900,,,
"7d9b782ce60e489d1eab55266464de91",苏州金宏气体股份有限公司,"688106",金宏气体,2020-06-16,,15.480300,85.140800,7.298600,12.241300,12.192200,8.924400,21.945000,53.084700,0.969300,0.881000,19.736300,307618643.380000,0.347600,"7d9b782ce60e489d1eab55266464de91",158760848.5300,884930489.7800,601955444.7500,43000000.0000,190450000.0000,
"02d19f57acd95d144e974ba64dd93444",上海陆家嘴金融贸易区开发股份有限公司,"600663",陆家嘴,1993-06-28,,43.000100,69.554800,30.703200,0.273100,8.098500,4.206400,22.030900,70.823800,1.048700,0.431400,35.542300,6574521294.980000,0.118800,"02d19f57acd95d144e974ba64dd93444",3674832346.7800,55322353562.8400,34197022051.2700,9314630000.0000,10746748855.6600,200000000.0000
"76f8bcdf6169fad3715259843e88cd96",山东新华医疗器械股份有限公司,"600587",新华医疗,2002-09-27,,2.421600,98.878300,5.132300,3.009900,3.416800,0.183700,0.690100,66.383700,0.870800,0.512000,3.009000,646967236.990000,0.078700,"76f8bcdf6169fad3715259843e88cd96",1213286168.7100,8218197162.8200,7654172542.8100,3498295333.1700,443062400.0000,3031059.0000
ec45db4577e8a1af2e3c7467fb37651f,国投电力控股股份有限公司,"600886",国投电力,1996-01-18,,23.612700,78.229900,9.336500,18.104700,6.838900,2.034600,12.789200,68.201000,0.494100,0.451000,29.606200,21866145585.740000,0.145300,ec45db4577e8a1af2e3c7467fb37651f,7600547932.2900,150525133981.0000,35168586981.1100,5764117450.4100,111704081537.1400,
"792412536aa45844b2834358ce42ce00",朗姿股份有限公司,"002612",朗姿股份,2011-08-30,,9.000400,102.766600,7.215300,1.288100,5.615200,2.960000,7.713200,41.166000,1.543200,1.141900,13.100300,486110255.220000,0.162200,"792412536aa45844b2834358ce42ce00",258049955.0700,2997725556.3900,2373821698.7400,1777064279.9900,95434648.9600,1586335495.0000
"98669ff9002e85df7dfb8f512a940650",美尚生态景观股份有限公司,"300495",*ST美尚,2015-12-22,,16.430200,83.597900,1.263700,1.095400,7.130400,5.116400,12.665200,60.367500,1.278300,0.903600,-0.207600,553777267.850000,0.111800,"98669ff9002e85df7dfb8f512a940650",1451072119.7700,4951517377.9300,3936006489.1000,808808082.9500,217512429.2000,
"911c88a060257788ffc04533a96ff6a8",浙江长城电工科技股份有限公司,"603897",长城科技,2018-04-10,,4.115200,96.032900,9.744600,11.984600,15.016500,11.292200,14.593000,10.778600,8.399700,6.280800,8.628400,254331996.810000,1.252400,"911c88a060257788ffc04533a96ff6a8",108657328.1200,203081786.9000,189419607.5600,49422896.0000,,
ab6355bb0a8c308cf8a33eeee1d0b59a,北讯集团股份有限公司,"002359",北讯退(退市),2010-02-10,2021-07-23,-39.527900,141.341600,2.305400,8.212300,-5.121500,-7.760600,-20.002900,68.722600,0.477200,0.428100,28.657300,-210073324.160000,-0.019200,ab6355bb0a8c308cf8a33eeee1d0b59a,289020599.4700,10948064860.2200,6046606060.2600,1728887684.3700,1658367962.8300,
"8e7a97415de6c7330cf51c1ddf87203b",黄山旅游发展股份有限公司,"600054",黄山旅游,1997-05-06,,50.877000,69.402100,26.996100,30.952100,17.104400,12.287100,14.170500,10.108700,5.507900,5.444300,-9.134600,967638099.900000,2.035200,"8e7a97415de6c7330cf51c1ddf87203b",1785011451.6700,475445423.7500,406103538.5500,,2624580.0000,
fa249ee3d59e84d20f6746361d123954,紫金矿业集团股份有限公司,"601899",紫金矿业,2008-04-25,,5.831800,95.335200,92.059400,7.799100,7.275300,4.049300,10.850900,58.120100,0.818000,0.477600,12.105500,11804338284.000000,0.179900,fa249ee3d59e84d20f6746361d123954,10089890808.0000,65605591140.0000,37223097530.0000,15616680236.0000,12917915706.0000,307233993.0000
"130fc38763a746462f49aaace1d00976",上海硅产业集团股份有限公司,"688126",沪硅产业-U,2020-04-20,,3.608900,112.259300,7.508000,5.680600,1.279400,0.177100,0.325000,47.306700,0.892500,0.770600,45.640200,238591338.300000,0.073900,"130fc38763a746462f49aaace1d00976",782009306.4600,3227518613.2300,1481268067.3200,127138874.2300,655606340.0000,
e0da86cd45431d43210b7832e154296a,美年大健康产业控股股份有限公司,"002044",美年健康,2005-05-18,,15.332100,87.032200,5.011000,42.317500,10.482300,5.692200,12.564800,55.390600,0.872600,0.853600,34.638200,2075843032.410000,0.229100,e0da86cd45431d43210b7832e154296a,2494443782.2000,9058902002.6000,6653974751.0400,2413749870.3700,1353556140.7600,360853015.9300
"6b598b696187f768f2f79bc92743e4ec",梦网云科技集团股份有限公司,"002123",梦网科技,2007-03-28,,1.096900,99.872800,1.750300,4.681900,0.953100,1.172000,1.662800,31.182300,1.438400,1.261600,8.574800,141568376.420000,0.068300,"6b598b696187f768f2f79bc92743e4ec",591714740.1100,2072908340.3300,2032555626.1400,829182550.5900,,1319463.6000
"9bdc3c9b2f01a517f037a2321068ac0e",中国电信股份有限公司,"601728",中国电信,2021-08-20,,8.000400,93.165900,17.647400,58.416600,4.539800,3.085000,6.108700,48.129100,0.288700,0.269600,2.932100,108668000000.000000,0.340400,"9bdc3c9b2f01a517f037a2321068ac0e",23480000000.0000,319283000000.0000,252855000000.0000,21545000000.0000,44852000000.0000,293000000.0000
c01809334e106f9043f3c6f6fd024e00,四川蓝光发展股份有限公司,"600466",蓝光发展,2001-02-12,,11.579500,88.374900,26.849300,0.290100,3.132300,1.807300,14.678500,82.043300,1.628700,0.545200,25.526400,3984283866.180000,0.032200,c01809334e106f9043f3c6f6fd024e00,25186808091.7500,123787501047.9600,83474213322.6300,8321740000.0000,22448198934.0000,23162359.9600
d497633747cf51dd03ded6f5bb404c27,海澜之家集团股份有限公司,"600398",海澜之家,2000-12-28,,23.861900,77.334800,29.828300,1.257200,16.691300,12.634100,28.628300,55.747600,1.689300,0.954100,4.888100,4940760136.800000,0.299500,d497633747cf51dd03ded6f5bb404c27,10526328556.3100,16496506579.1800,12885506763.3700,,493500000.0000,
"36ad79acfa27815eaff68b26e8e366d9",山东钢铁股份有限公司,"600022",山东钢铁,2004-06-29,,5.210000,94.977500,363.003900,10.615600,4.583900,3.268300,11.014900,59.495100,0.814400,0.645900,16.723100,4181382425.430000,0.097700,"36ad79acfa27815eaff68b26e8e366d9",9933921806.7000,42780662342.5700,32923481665.0100,6517199277.7500,3560800000.0000,
c55e4c8fccd70cd362bc8d1b481cadd5,南京新街口百货商店股份有限公司,"600682",南京新百,1993-10-18,,-1.835500,101.373600,13.608300,3.895600,-0.368500,-3.806700,-8.339100,37.870900,1.059500,0.873100,-24.006400,345992401.590000,0.041500,c55e4c8fccd70cd362bc8d1b481cadd5,4287565482.4100,8337642067.4200,7726225767.8300,1856427761.0200,126207006.5200,
"3778ad3aadeea941baf1374eaf90b306",上海科华生物工程股份有限公司,"002022",科华生物,2004-07-21,,14.955200,87.221300,4.541200,2.612400,9.767700,6.681600,9.954100,30.645500,2.343500,1.662300,24.847500,391666171.370000,0.364800,"3778ad3aadeea941baf1374eaf90b306",489924852.3100,1073752355.5800,749995159.6300,85240095.9500,239770950.0000,
f7f9968a4938ed21a9b616707a6f15a1,百隆东方股份有限公司,"601339",百隆东方,2012-06-12,,7.867500,93.795700,13.606800,1.288200,5.056600,3.475000,5.833900,42.758500,1.717100,0.539700,0.766800,1021824256.620000,0.176900,f7f9968a4938ed21a9b616707a6f15a1,1154109150.5000,5776854258.5300,3822009634.6800,3058005206.9400,135811000.0000,
"268dfcf9b50cd074c44731bd71826c2f",江苏综艺股份有限公司,"600770",综艺股份,1996-11-20,,10.332400,157.529600,1.474600,3.399600,1.168400,0.871600,1.541500,20.078800,2.072100,1.993100,-37.286100,214397523.360000,0.184000,"268dfcf9b50cd074c44731bd71826c2f",1092296627.8300,1165293381.3500,1059712378.6500,651400000.0000,,
adb9fea18ea462bac1b1ef49d49c9fd2,重庆三峰环境集团股份有限公司,"601827",三峰环境,2020-06-05,,16.092800,86.479900,4.612900,6.191200,6.805000,4.848400,13.607800,64.313600,0.824600,0.686700,15.581900,953505927.570000,0.127100,adb9fea18ea462bac1b1ef49d49c9fd2,932968407.4200,7500482157.5400,3384245632.4300,800000000.0000,3908042455.0000,50783415.0900
bce91a3809d67f339464adae450ac425,袁隆平农业高科技股份有限公司,"000998",隆平高科,2000-12-11,,26.263400,89.056900,5.353600,0.790900,8.249300,5.581700,12.380000,51.261400,1.601200,0.945500,12.216200,1376666557.300000,0.174900,bce91a3809d67f339464adae450ac425,1996183630.1700,7872437560.1100,4438726317.9600,2557000000.0000,3351239920.0000,
"030c6dd011148c2cebd3f7bc5c57e945",江西长运股份有限公司,"600561",江西长运,2002-07-16,,2.864000,114.017000,8.015900,20.749000,3.337100,0.384000,1.778800,71.479700,0.413000,0.372800,-7.118500,614872234.960000,0.139500,"030c6dd011148c2cebd3f7bc5c57e945",589013191.3300,4408261018.3100,3511306971.6500,1578557170.0000,314611071.2000,
"96e5c419db8cc6c2ba8c6125f6137d40",江苏辉丰生物农业股份有限公司,"002496",ST辉丰,2010-11-09,,-20.720200,121.322000,3.989000,1.573600,-7.736700,-7.767000,-15.756800,42.843000,1.455400,0.899900,-36.250100,-258747560.980000,-0.101300,"96e5c419db8cc6c2ba8c6125f6137d40",509755546.4900,2553707261.7200,1590597970.4600,433590171.1000,38000000.0000,
"18caf0da70362082dd80caec61313273",瀛通通讯股份有限公司,"002861",瀛通通讯,2017-04-13,,8.278600,92.998100,3.394600,4.169800,5.488700,4.923200,6.332500,30.422500,2.148400,1.647100,24.215400,101041586.390000,0.232000,"18caf0da70362082dd80caec61313273",219931926.1600,435571703.4900,424946496.7300,40890000.0000,,
"801c62fd4494d7347b241f3a6c7e07f3",浙江万马股份有限公司,"002276",万马股份,2009-07-10,,1.346500,99.566800,3.244500,8.719200,2.713900,1.553000,2.796500,45.077500,1.725600,1.459200,17.966600,323218883.680000,0.097600,"801c62fd4494d7347b241f3a6c7e07f3",911828018.6900,3310390112.6100,3276992376.7600,1195332476.1300,,
a865e55c0c3712c8d4134c3b947d25fd,新城控股集团股份有限公司,"601155",新城控股,2015-12-04,,28.898000,80.482400,378.825000,0.308800,6.261300,4.083400,41.048200,84.573400,1.171800,0.526200,33.577800,16350859127.000000,0.058500,a865e55c0c3712c8d4134c3b947d25fd,45409221319.0000,279361543277.0000,225495517683.0000,2270060000.0000,23669253118.0000,
a23daa06dc81aa82cc82cf07688b5a7a,重庆港九股份有限公司,"600279",重庆港九,2000-07-31,,3.036100,97.630500,35.244600,7.547900,3.750200,1.633200,3.736500,41.704200,1.633400,1.079600,0.728600,480214383.370000,0.141900,a23daa06dc81aa82cc82cf07688b5a7a,924924851.0600,3383394254.8500,1641837193.6400,710000000.0000,1488000000.0000,
"2c4eb2f921b362731e7a1a454a5adb07",浙江正泰电器股份有限公司,"601877",正泰电器,2010-01-21,,15.498800,87.660700,4.009800,4.864600,10.040900,7.830000,17.252500,53.243300,1.401100,1.128800,17.100200,5808269932.210000,0.229300,"2c4eb2f921b362731e7a1a454a5adb07",6060370426.0700,25334535573.9400,17105792998.3900,3181151309.1800,6609655019.7800,
fe7b4e0a9d74097b725e12035dc0b3d8,上海电气集团股份有限公司,"601727",上海电气,2008-12-05,,5.975800,96.214600,4.327900,2.569000,3.395800,1.443800,5.347200,66.302400,1.268400,1.034900,27.172100,9278832000.000000,0.064000,fe7b4e0a9d74097b725e12035dc0b3d8,42475805000.0000,144885245000.0000,119623268000.0000,8585556000.0000,9588836000.0000,4191526000.0000
a4ab0068daf71ffc83b9fa11a9694cba,银江股份有限公司,"300020",银江股份,2009-10-30,,1.733000,101.735500,2.049600,1.121600,0.760200,0.426700,0.809100,46.582100,1.478300,0.882400,24.253500,77890200.270000,0.027200,a4ab0068daf71ffc83b9fa11a9694cba,679042807.1400,2853586974.2200,2839690051.5100,1150950000.0000,,
f52a13657709c5b0cc28722e4bb2301f,湖北国创高新材料股份有限公司,"002377",国创高新,2010-03-23,,7.961600,92.464000,8.322900,20.452500,5.571400,4.672100,6.311400,22.474600,1.617200,1.487500,84.022800,495701556.340000,0.326800,f52a13657709c5b0cc28722e4bb2301f,1046536511.7600,1517028678.1100,1494412242.8800,454115033.6700,,
c22e25b8cff6d37420eb2b36229008e0,西部金属材料股份有限公司,"002149",西部材料,2007-08-10,,6.886600,95.572700,3.080000,1.661100,4.465300,1.621200,3.375700,45.369400,1.411900,0.830500,10.331000,284513651.520000,0.161900,c22e25b8cff6d37420eb2b36229008e0,252513857.8300,1756862610.2700,1497256321.0400,547000000.0000,19400000.0000,
f2e9cf142c9a7e48909ced076c08ce87,中国神华能源股份有限公司,"601088",中国神华,2007-10-09,,27.696200,72.658900,24.221700,14.389000,12.714000,7.600200,13.942600,31.126800,1.890900,1.810100,6.173000,96967000000.000000,0.530500,f2e9cf142c9a7e48909ced076c08ce87,72205000000.0000,182789000000.0000,123381000000.0000,2000000000.0000,46765000000.0000,
"3ae2cec3b9dfed7c2574225909246db7",多氟多新材料股份有限公司,"002407",多氟多,2010-05-18,,3.718400,98.150400,3.467000,3.020100,3.643300,0.867600,2.096300,50.744400,1.219000,0.904000,4.735800,546472524.090000,0.132000,"3ae2cec3b9dfed7c2574225909246db7",1053760762.7200,4140024532.9400,3195325957.6800,1261098100.0000,763100000.0000,
"4e0a710bc3176a01b58e76d111f781ed",常熟风范电力设备股份有限公司,"601700",风范股份,2011-01-18,,1.637800,100.838600,2.412400,1.945200,1.423000,0.680200,1.074900,38.899500,1.776200,1.202700,-9.656100,121333498.450000,0.066700,"4e0a710bc3176a01b58e76d111f781ed",720283832.8200,1819059922.7900,1786789260.2900,1060990000.0000,,
"5ea42a6ca494cc45dfb34fb15984156c",西藏城市发展投资股份有限公司,"600773",西藏城投,1996-11-08,,9.839700,90.193900,7.228500,0.090100,1.534700,0.908900,3.197400,72.184300,2.947900,0.547400,21.983000,200868190.950000,0.023400,"5ea42a6ca494cc45dfb34fb15984156c",366570006.5900,8568200967.2500,3340704036.8200,200000000.0000,4329500000.0000,
a2039b0c8a6154cec0a512839b61a107,四川西部资源控股股份有限公司,"600139",ST西源,1998-02-25,,12.815400,182.125600,1.521000,,1.324700,0.069200,0.691700,73.559400,1.794900,1.794900,-36.275400,94158242.450000,0.036600,a2039b0c8a6154cec0a512839b61a107,495751088.7100,2573075040.0600,644084339.8900,,1287346709.9200,565205297.3300
bfedea9b89e336093911acb5a4c89992,辽宁申华控股股份有限公司,"600653",申华控股,1990-12-19,,5.469400,112.745700,12.486800,4.224400,7.188300,3.729900,17.234800,68.428500,1.103500,0.734700,23.156900,948784431.680000,0.166100,bfedea9b89e336093911acb5a4c89992,994529219.5700,5712899591.9000,4662878634.6600,2349435641.0500,644077165.9900,
ba329293769095afd478a5e14ec5b506,内蒙古蒙草生态环境(集团)股份有限公司,"300355",蒙草生态,2012-09-27,,9.467900,90.434100,0.801600,3.067300,4.004100,1.509800,5.608100,71.229600,0.839700,0.737500,-31.518000,614270085.580000,0.059400,ba329293769095afd478a5e14ec5b506,926706806.3500,10343292216.6200,7689836064.2500,2471852700.0000,2110561348.3800,2240000.0000
f3d8575965e0d5057a0da7e5b9910f9b,英科医疗科技股份有限公司,"300677",英科医疗,2017-07-21,,10.753300,89.732900,6.877300,7.690500,10.740600,8.785000,15.194400,47.493200,1.342800,1.149700,8.115700,299108018.730000,0.259800,f3d8575965e0d5057a0da7e5b9910f9b,857947791.9800,1151522123.4400,1072876400.8600,771049981.0300,43706364.4400,
